image_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,sample_id,side,cluster_id,image_path,image_id,sherd_id,unit,part,type,image_side,image_id_original,unit_C,part_C,type_C
JD00001_interior.png,-0.07006972,0.021236217,-0.061812613,-0.16025288,-0.028073601,0.1532501,0.072192065,-0.010609593,-0.051669966,0.103440516,-0.030824626,-0.0012113632,0.023042003,0.15968332,-0.1847555,0.045300893,0.093813635,0.15697585,-0.06671369,-0.035240997,-0.11157881,-0.0016616181,-0.057544887,0.092709616,0.028498227,-0.05494271,0.010993194,-0.023137758,0.06376747,-0.07083103,0.09166682,-0.01827992,-0.03699416,0.019084776,-0.18548454,-0.11814503,-0.112971835,0.040962867,-0.0031729767,0.0775134,-0.018423654,-0.0076823747,-0.030493572,0.047183797,-0.020488499,-0.25572193,-0.00016771401,-0.017879024,0.011295871,0.080583,-0.09527108,-0.06992284,0.114644915,-0.05740401,-0.13598444,-0.020533845,-0.00093869545,-0.012786406,0.022906175,-0.036572922,0.04176613,0.20097256,-0.057598036,-0.026339227,-0.0474055,0.010233276,-0.061677504,-0.017779794,-0.053626135,0.018339591,0.033655822,-0.032719247,-0.010782956,-0.040362626,-0.049169842,-0.041877236,0.06369654,-0.14171082,0.041978013,0.019865813,0.03548827,0.051408123,-0.15557565,0.1136433,0.05369286,-0.06275229,-0.1710676,-0.007136729,0.119658135,-0.09249281,0.025198763,-0.057407174,-0.063768335,-0.23786566,0.04310749,0.01974718,-0.1894113,0.11916861,-0.074041486,-0.10490113,0.0033202309,0.16845343,-0.053663846,-0.08466284,-0.010351594,0.09540153,0.018711194,-0.13472417,-0.05403084,-0.015092732,0.19884628,0.044310153,-0.040685993,0.07956798,0.06317099,-0.024729509,0.0054635345,-0.1552337,0.06519365,0.08954047,0.08467998,0.030838214,0.05852521,-0.25669408,-0.07547149,0.05904139,0.03627573,0.060100462,JD00001,interior,21,all_kmeans_new\cluster_21\JD00001_interior.png,JD00001_interior,JD00001,L01,rim,guan,interior,JD_00002,H690①,口沿,罐
JD00002_interior.png,0.053567674,0.040483177,0.021788262,0.08954599,-0.12659116,0.029334167,-0.08383149,0.026049178,0.10617436,0.027110688,-0.044493545,-0.088812254,-0.03236935,-0.13175376,-0.034055807,0.05142044,0.113735825,-0.032091346,-0.118604094,0.112889715,-0.093493655,0.05001723,0.11815137,-8.685207e-05,0.0809172,-0.15569213,-0.1528181,0.05031253,0.095556505,0.045731466,-0.027039383,-0.056743484,0.037955735,-0.14320783,0.18001184,0.07926421,0.01695773,-0.015697405,-0.013353264,0.18612994,-0.17191969,-0.024234679,0.083637655,0.0054540457,0.008026212,0.074401416,0.017974034,0.10100527,0.09217385,0.17405461,0.0006977215,-0.09156406,-0.071624994,-0.04840645,0.15914917,-0.009753972,-0.10688873,-0.24186607,-0.053637546,-0.21666509,0.065978125,0.023207216,-0.067549504,-0.033314556,-0.076657124,-0.032429505,0.0019006343,-0.021621326,0.020472785,-0.18836471,-0.01995653,0.07880735,0.05027,0.015396166,0.030323023,-0.057593707,-0.06942856,-0.17209992,0.04496272,0.03331614,-0.026477141,-0.052296236,0.17539284,-0.04295347,0.20077069,0.012542262,0.022419062,-0.066325106,-0.062386293,-0.067363,-0.03704121,-0.091633074,0.047970727,0.087896444,-0.0850331,-0.08562154,-0.042173497,-0.07107239,0.043581005,-0.02540067,0.022857057,-0.069627754,-0.08136381,-0.021747155,-0.10062506,0.111044705,0.14111395,-0.022114988,-0.023233598,-0.038261596,-0.20109236,-0.025898902,-0.0601181,0.0004952333,0.009554027,0.1954774,-0.092344515,-0.034295958,-0.021434648,0.17515902,0.07044459,0.063298985,-0.016460342,0.032292593,0.028317047,-0.011808585,-0.016944427,0.008210665,JD00002,interior,7,all_kmeans_new\cluster_7\JD00002_interior.png,JD00002_interior,JD00002,L01,rim,guan,interior,JD_00004,H690①,口沿,罐
JD00003_interior.png,-0.091393985,-0.05018686,0.13806027,-0.051579103,-0.14066331,-0.06626898,0.006557138,-0.12344204,0.0026872377,0.01080221,-0.22580159,0.097976945,-0.018653894,0.10692533,-0.04605594,-0.05350448,0.20171505,0.0822433,0.032216255,-0.036299452,-0.06913659,-0.050940424,-0.12454293,0.1184892,-0.07826045,0.031072553,-0.13312383,-0.16805477,0.010601594,-0.04036393,0.13008201,0.013731765,0.021195835,0.13782139,-0.11484163,0.044181745,-0.057242382,0.07867352,-0.036818363,0.07117339,-0.022625772,0.10046557,-0.0007475658,-0.113226674,0.15131432,-0.03634673,-0.022324046,-0.041533034,0.008318336,0.02909979,0.015986392,0.039969917,0.15735054,-0.095339805,-0.16654523,-0.08702554,0.015218113,-0.004279687,-0.082083404,-0.048572063,0.08472971,0.038446024,0.0911653,-0.04628548,-0.0011271357,0.14662212,-0.10483373,0.028885162,-0.06300422,0.049807306,0.05416664,0.012052506,0.013902717,0.064655975,-0.062594175,0.019979192,-0.08590587,0.077356085,0.069806606,-0.083600625,0.030495519,0.12083423,0.052530497,-0.032283254,-0.074885264,-0.06713559,-0.14683492,0.011611452,0.16615337,0.030827872,0.19426164,-0.082693525,-0.14965352,-0.0039294115,-0.06576687,0.13187623,0.039336096,-0.08025812,-0.041908037,-0.09286756,-0.032182895,0.06262566,0.05709121,0.060886964,0.054210514,-0.13624763,-0.10571989,0.054111235,-0.13474675,0.19608863,0.20902145,-0.0049781348,-0.1382647,0.013362094,0.05153318,-0.052529406,0.014937395,-0.0723197,-0.04666128,0.011751845,-0.035436336,0.040809076,0.09844981,-0.1589122,0.039234865,0.08471211,0.018687008,-0.0173607,JD00003,interior,21,all_kmeans_new\cluster_21\JD00003_interior.png,JD00003_interior,JD00003,L01,body,,interior,JD_00006,H690①,腹片,
JD00004_interior.png,0.021133468,0.052055202,-0.0987702,0.045786984,0.06692232,0.20406824,-0.067832224,0.047199003,-0.10130118,0.07782704,-0.0047449437,0.0050474084,-0.038292345,0.09808534,0.033028897,-0.08623006,0.02500193,-0.117781386,0.066983745,0.10385216,-0.0539556,0.026529357,0.11377417,-0.07579135,-0.026227547,-0.00070521195,0.13204294,-0.012251873,0.09110698,-0.028164161,0.091446914,0.14396627,0.1530731,0.16870363,-0.12514001,0.11341391,0.05378976,-0.023800837,-0.08402533,-0.08040382,-0.05324094,0.065318674,-0.058692142,0.033824284,0.07233839,-0.020859504,-0.08962619,0.03656606,0.06413068,0.05141708,0.06407479,-0.0017728534,-0.0013150342,0.12757292,0.1208167,0.023309723,-0.026775047,0.020116726,-0.06274285,0.040455546,-0.025941823,-0.109722,-0.039783753,-0.10476219,-0.00022831804,-0.13488856,0.02676541,-0.020240715,-0.0137687875,-0.06698095,-0.019049162,-0.081413314,0.037973914,-0.049032226,0.019575061,-0.016128754,-0.04041721,-0.002507739,0.013617506,-0.01629222,-0.13352895,0.014119032,0.015564056,0.07532748,-0.13375692,-0.0048203412,0.08064453,0.010964278,0.04601362,-0.10864888,0.0390787,0.025697911,0.07507194,0.05536334,-0.069690555,-0.18498747,-0.12733828,-0.017751625,0.05360621,-0.114670604,0.15745085,-0.046488214,-0.015598029,0.02503907,-0.011433411,-0.04505961,0.008350023,0.16014977,-0.18993695,-0.15460445,-0.009957792,0.008570501,0.20245667,0.10718076,0.01595125,-0.046673086,-0.24503547,0.055768628,-0.0988905,0.3288163,-0.1174012,-0.023758886,-0.04680018,0.030735169,0.022775073,-0.1663078,-0.0197283,0.09381418,JD00004,interior,13,all_kmeans_new\cluster_13\JD00004_interior.png,JD00004_interior,JD00004,L01,rim,,interior,JD_00008,H690①,口沿,
JD00005_interior.png,-0.065395385,-0.044486873,-0.0139825875,-0.0023742837,-0.04137935,0.08120492,0.06650106,-0.09517119,0.070770115,0.11362381,0.06807687,0.039987814,0.036869384,0.102718815,0.15943366,-0.18935254,0.06422847,0.050150502,0.049113892,0.16052423,0.056051992,-0.124405995,-0.0435435,-0.09570866,0.13519362,0.1217093,-0.033408433,-0.0659969,0.00087349565,-0.20106626,0.09659383,-0.029318688,-0.14024733,-0.03385317,-0.1260155,0.025604136,-0.2000601,0.011233316,0.14494605,-0.15657514,0.03609245,0.08835463,-0.107837476,-0.016787063,0.103854544,0.086965136,0.012284006,-0.025429063,0.104529954,-0.093392536,0.005343694,-0.041231215,0.08987692,-0.039350573,0.11419315,-0.13104528,-0.12675227,-0.11602794,-0.031912625,0.076238304,0.0012217832,-0.14796253,-0.070915595,0.1580092,0.026224107,0.0099663865,0.06437664,0.031998336,0.19433004,0.15071537,-0.033616807,-0.03726426,-0.053051792,0.025470447,0.0050165835,0.013109927,-0.037803695,-0.06288248,0.0650432,0.09470549,-0.0137071,-0.056861408,-0.033505652,-0.01489082,0.064923614,-0.13223135,-0.036870558,-0.057866096,-0.07505369,-0.11062124,-0.08754082,0.06840639,-0.07099662,0.11525188,0.034141243,0.02258475,0.07673333,0.06463603,0.12973286,-0.09198404,0.06443706,-0.0654015,-0.044692762,0.041765586,-0.011229797,-0.033437565,-0.061671425,0.19945286,0.050885327,0.030912418,-0.0589434,0.12240104,0.018719956,0.17279494,0.07009282,0.081676446,0.03257374,-0.042833924,0.071488224,-0.044007406,0.01445354,-0.12937874,-0.067697294,0.04852895,-0.038307052,0.15670681,-0.13950658,0.006061569,JD00005,interior,16,all_kmeans_new\cluster_16\JD00005_interior.png,JD00005_interior,JD00005,L01,rim,,interior,JD_00010,H690①,口沿,
JD00006_interior.png,0.054187518,-0.13436659,-0.05812146,0.0660954,-0.21625903,0.19234139,0.10515533,-0.03262791,-0.016102467,0.07494681,-0.09854111,0.07066576,0.031508747,0.08736268,0.08438151,-0.04432159,0.11018139,-0.14766997,0.025142537,-0.093004465,0.032670233,0.024562705,-0.029679682,0.03387883,-0.0018317587,-0.14641832,-0.05317829,-0.06875881,0.18177469,-0.09542492,-0.023651596,-0.0427065,-0.06163697,0.009109032,0.03070273,-0.026173351,0.032553837,0.08055789,-0.006074663,-0.009506408,-0.1427163,-0.06263553,0.053966857,0.10796394,0.029409967,0.11327348,-0.008418378,0.17289996,-0.058615617,-0.03879112,0.069528855,-0.048135474,0.099013895,-0.044538092,0.17318408,-0.0073816343,0.013074949,0.006430591,0.01316081,-0.06308996,-0.07898223,-0.0632921,0.036157686,0.029037025,0.009162504,-0.07920798,-0.11192522,0.063263796,-0.14854918,0.008568491,-0.050835703,0.061388634,-0.021900179,-0.013993601,-0.07709165,0.016811348,-0.10877858,0.06696487,0.04544074,-0.02386093,-0.009512595,-0.09566228,0.083886735,-0.06475569,-0.005524708,0.008645647,-0.13412109,-0.04530402,-0.042639535,0.22068992,0.0888673,-0.042402707,-0.2113924,-0.06037251,0.12516768,-0.05337534,0.07117637,-0.18759015,-0.03277786,-0.076546825,0.06789573,-0.111202486,-0.018839609,0.17707036,0.030631585,-0.13659683,-0.097618006,-0.04686303,-0.11258265,0.03830949,-0.070481576,0.050384585,-0.056070607,-0.09939352,0.20256223,-0.11768319,-0.026829613,-0.18960045,-0.14538568,0.019743308,-0.037842155,0.040474046,-0.02397819,-0.014294984,-0.018195609,0.11050367,0.06146836,-0.10102508,JD00006,interior,10,all_kmeans_new\cluster_10\JD00006_interior.png,JD00006_interior,JD00006,L01,body,,interior,JD_00012,H690①,腹片,
JD00007_interior.png,0.08199867,-0.029680878,0.0031005498,-0.0068806806,0.17550702,0.026440859,0.16057064,-0.006625074,-0.12687933,-0.07675252,-0.089491054,-0.11838646,-0.07749764,-0.03163733,-0.1630346,0.03159166,0.07268961,-0.07642359,0.03195728,-0.0110285785,0.047503557,0.04188976,-0.003512395,-0.037391063,0.023299111,-0.0068603205,-0.06857069,-0.014727889,0.06170233,0.112611406,0.01692493,0.07431392,0.027142897,0.089290485,-0.11265708,0.124168776,0.04986285,-0.03453281,0.23167016,-0.00468666,0.06692406,0.0057546357,-0.1986876,-0.007859698,0.075269796,0.014112884,-0.20309614,-0.06401256,0.08036878,-0.089528844,-0.06899336,0.03885227,-0.04989535,0.08607157,-0.09870902,0.12301039,-0.09362735,0.039288662,-0.0376668,-0.16364798,-0.035325058,-0.086574666,0.06603733,-0.010205238,-0.1749536,-0.058006275,-0.0058273254,-0.1181813,0.12968273,0.06950971,-0.02021932,0.020516282,-0.010880844,-0.09236507,0.09635224,-0.007511147,0.15066312,-0.055563126,-0.03816909,0.050671596,-0.035224766,-0.021480056,-0.05815751,0.1950571,0.028797828,0.048470613,-0.013712051,-0.047008023,0.02169906,0.06254839,0.06414354,-0.10931508,0.11000189,-0.08095447,-0.05348938,-0.13597642,-0.14230002,0.06552185,0.09344643,-0.08030134,-0.031943377,0.008151533,-0.02780609,-0.0032375876,0.053243622,-0.1675527,0.01557865,0.10799507,0.06380272,-0.094839506,-0.06293538,-0.054395687,0.23908114,-0.066795774,-0.097326435,0.16708316,-0.03359447,0.117722034,0.08029266,-0.0137727475,-0.104440376,-0.018718908,0.16458732,-0.13365223,-0.029604696,-0.0139441015,-0.04425707,0.050482884,JD00007,interior,7,all_kmeans_new\cluster_7\JD00007_interior.png,JD00007_interior,JD00007,L01,rim,,interior,JD_00014,H690①,口沿,
JD00008_interior.png,0.07136418,-0.10464094,0.07235793,0.0978032,0.09035441,0.025404464,0.14125036,0.046277814,-0.087180026,-0.06862963,-0.04206768,-0.052396785,-0.073838495,-0.02874282,-0.102374986,0.054031793,-0.035644475,-0.08417788,0.16459706,0.026362283,-0.10169896,-0.11388086,0.07216432,0.031063695,0.09959348,-0.030931856,0.101932235,0.02485523,0.019253802,-0.0010442204,-0.09601627,0.058630064,0.07249751,-0.09275263,-0.09524326,-0.018888477,0.10863099,0.05904018,0.11649033,-0.054407842,0.023234263,0.15094331,-0.09355144,-0.026478227,-0.005834026,-0.12811047,-0.07484776,0.0133265415,0.0024018043,0.018861096,-0.069589496,0.07651036,0.002748319,-0.07639894,0.09641203,-0.061522216,0.10538638,0.11140415,0.15340745,-0.09648939,0.0030323174,0.041600756,0.06530202,0.046550583,0.017602073,0.050105732,-0.012597199,-0.047034383,-0.092774525,0.010534197,-0.022320256,-0.023603523,-0.12546904,-0.08048292,-0.025264002,-0.1955284,0.087990865,0.21473229,0.026754856,0.062879525,-0.18582466,0.020015674,0.049426768,0.074993104,-0.029956425,0.041952234,-0.04211943,-0.033216134,0.06481182,-0.13308609,0.06960898,-0.0859646,0.01562706,-0.121010594,-0.008453398,0.1887268,-0.04304831,0.13752203,0.11562311,-0.0071981647,-0.024286216,0.06384278,0.019190926,0.10487475,-0.035504818,0.005233638,0.028002942,0.033383794,-0.14029104,-0.00043783768,0.09473149,0.038598407,0.15557678,-0.01123162,-0.0017668378,-0.020213826,-0.0021812757,0.15500657,0.13089304,-0.2879547,-0.09528719,-0.14630045,-0.103882946,-0.03673635,-0.017087722,0.08122558,0.09418309,-0.19492027,JD00008,interior,15,all_kmeans_new\cluster_15\JD00008_interior.png,JD00008_interior,JD00008,L01,rim,xiao guan,interior,JD_00016,H690①,口沿,小罐
JD00009_interior.png,-0.101241454,0.02552519,-0.006540183,-0.020937715,-0.11036353,-0.0091382405,-0.19811413,-0.06949892,0.072402894,0.054223984,-0.04065727,-0.06968649,0.053725913,9.19466e-05,0.06311245,0.06468862,0.14390226,0.047874212,0.0692261,0.055278264,-0.011622958,0.037413225,0.06955217,-0.0025854465,-0.060534623,-0.0073450548,-0.13624166,-0.04256695,0.24075776,0.13578635,-0.041089132,-0.043782886,0.014871811,-0.14714432,-0.08239056,0.05884502,0.07634653,0.0044531487,-0.016208619,0.011623063,-0.14090244,0.07735498,0.08822805,0.08650779,-0.083276205,0.105953254,0.012415856,-0.038612794,0.13320816,0.022495758,0.026770512,-0.00986091,-0.042723615,0.055694588,0.024055736,-0.16217801,0.118559815,-0.09092174,-0.17778651,-0.11971167,-0.15639217,-0.07097866,-0.035402138,-0.13525265,0.018248124,0.10865974,0.08874073,0.08424979,0.010600609,-0.16206364,-0.025579322,0.05647111,0.0805822,0.0075490586,-0.09400467,-0.14669882,-0.04685019,0.08354091,0.04565392,0.04696911,-0.092271976,0.0806584,0.09570623,-0.046197247,0.073015794,0.0069230977,-0.062853605,-0.14597006,0.0872243,0.0053657927,0.037627853,-0.107174106,-0.061617155,-0.07189699,-0.20899789,-0.09263767,0.040948503,-0.11284341,0.027351195,-0.10223816,0.022231942,-0.01227402,-0.19412762,0.16038121,0.038200986,0.09650289,-0.018542908,-0.07319906,-0.05413874,0.044451885,-0.08611519,0.03587486,-0.03391638,0.021234471,0.052778818,0.0026373907,-0.106089346,-0.10268557,-0.17099744,-0.040955745,-0.032251578,0.099402376,0.0077900807,-0.1547574,0.1773547,-0.028743044,-0.05533084,-0.06472105,JD00009,interior,21,all_kmeans_new\cluster_21\JD00009_interior.png,JD00009_interior,JD00009,L01,body,,interior,JD_00018,H690①,腹片,
JD00010_interior.png,-0.124392,-0.016633278,0.00012724353,-0.18722269,-0.059025336,0.028441623,0.031834703,-0.06798303,-0.03118606,0.13023168,-0.10943068,0.03825877,0.025059743,0.0784306,-0.0742634,0.015778229,0.10904406,0.16071895,-0.0030870873,0.013282858,-0.122023925,0.010096094,0.019579686,0.070046894,-0.04352772,-0.07255315,-0.10213189,-0.062290255,-0.023616364,-0.00711025,0.11557988,0.0004677848,0.012214129,-0.02694394,-0.10172814,-0.019799516,-0.11987562,0.053866297,-0.06217434,0.023804378,0.005629689,0.01864085,0.031403147,-0.0391204,0.06007302,-0.10230106,-0.051252693,-0.012673085,0.10443839,0.10859068,-0.080021955,-0.08740723,0.13365655,-0.0711836,-0.17831358,-0.08525204,0.032897536,-0.10034246,0.04529653,-0.0534882,-0.021965567,0.16879189,-0.026197251,-0.013100355,0.0074128965,0.023773713,-0.07410024,0.049054474,-0.111255385,0.06337227,0.1266385,-0.033172768,0.0011122702,0.03902249,0.021993043,-0.04189959,0.040591422,-0.09879906,0.021699034,0.023187628,0.041458793,0.1400002,-0.14365318,0.039711427,-0.024109129,-0.059401065,-0.21921155,0.05646396,0.14804111,-0.027986273,0.10559285,-0.14236376,-0.1579341,-0.1795418,-0.021370756,0.107561074,-0.08310955,0.074000075,-0.034883425,-0.10068861,-0.029330758,0.07350051,-0.071591124,-0.10562709,-0.013692005,0.017335517,-0.024618737,-0.16376889,-0.08156823,0.09626193,0.17817807,0.10727271,-0.043843832,0.09258964,0.05579701,-0.083394036,-0.06754881,-0.1573901,0.025025673,0.06596413,0.063053936,0.044651087,0.12666517,-0.30876166,0.036211967,0.11201799,0.061143346,-0.019803636,JD00010,interior,21,all_kmeans_new\cluster_21\JD00010_interior.png,JD00010_interior,JD00010,L01,body,,interior,JD_00020,H690①,腹片,
